chr	start	end	Distance.to.TSS	Gene.Name	strand	6OHDA_Tag	Sham_Tag	6OHDA_NDST3_Tag	Fold.Sham	Fold.6OHDA_NDST3
chr6	142268797	142268897	-140	Slco1a5	+	5.95	2.02	9.92	2.97	1.66
chr6	142332462	142332562	156	Recql	+	11.45	10.04	11.95	1.14	1.04
chr6	142333293	142333393	374	Golt1b	+	14.90	4.30	34.77	3.46	-2.34
chr6	142453683	142453783	-50	Ldhb	+	17.90	11.90	20.01	1.5	-1.12
chr6	142454037	142454137	-404	Ldhb	+	26.85	17.60	36.30	1.53	1.35
chr6	142702391	142702491	29	Cmas	+	8.95	11.06	11.44	-1.24	1.28
chr6	142910510	142910610	-382	St8sia1	+	10.45	6.03	12.94	1.73	1.24
chr6	142910642	142910742	-514	St8sia1	+	17.40	14.08	27.84	1.24	1.6
chr6	143112122	143112245	-773	Etnk1	+	37.95	26.62	73.71	1.43	-1.94
chr6	143112246	143112455	-606	Etnk1	+	59.55	48.62	83.54	1.22	-1.4
chr6	143481759	143481859	-575	4930579D09Rik	+	4.45	12.64	9.89	-2.81	2.22
chr6	144994722	144994822	-234	Bcat1	+	29.85	16.58	46.17	1.8	1.55
chr6	144994846	144995009	-389	Bcat1	+	42.75	23.64	50.11	1.81	1.17
chr6	145090600	145090700	-551	Irag2	+	12.95	7.53	14.94	1.71	1.15
chr6	145157189	145157289	366	Etfrf1	+	16.40	11.57	18.39	1.42	1.12
chr6	145157314	145157414	491	Etfrf1	+	13.90	17.63	19.36	-1.26	1.39
chr6	145157448	145157548	625	Etfrf1	+	19.65	18.89	22.31	1.04	-1.14
chr6	145157601	145157701	778	Etfrf1	+	21.85	28.40	23.93	-1.3	-1.1
chr6	146479327	146479427	-24	Fgfr1op2	+	3.70	2.27	7.40	1.65	-2
chr6	146543741	146543841	-286	Med21	+	10.45	18.09	15.92	-1.73	1.52
chr6	146789907	146790007	-35	Ppfibp1	+	9.20	6.86	15.11	1.34	-1.65
chr6	147377583	147377748	-198	Ccdc91	+	19.40	16.59	22.38	1.17	1.15
chr6	147377812	147378084	85	Ccdc91	+	31.25	20.70	56.25	1.51	-1.8
chr6	147948468	147948568	-396	Far2	+	19.65	23.44	24.70	-1.2	-1.26
chr6	147948868	147948968	4	Far2	+	25.35	34.20	38.17	-1.35	1.51
chr6	148113571	148113687	-157	4732416N19Rik	+	4.45	12.64	5.93	-2.81	1.33
chr6	148113923	148114091	-135	Ergic2	+	37.30	20.78	40.41	1.79	-1.08
chr6	148797860	148797960	-175	Caprin2	+	18.60	15.06	37.20	1.24	-2
chr6	149003435	149003535	-307	Dennd5b	+	29.80	25.87	32.94	1.15	-1.11
chr6	149042884	149043015	-62	Etfbkmt	+	7.95	14.59	12.42	-1.83	1.56
chr6	149090146	149090379	-52	Amn1	+	25.60	18.08	27.14	1.42	-1.06
chr6	149210545	149210645	-317	Resf1	+	26.35	14.08	29.83	1.87	1.13
chr6	149310078	149310178	-354	Bicd1	+	35.30	23.63	41.82	1.49	-1.19
chr6	149467597	149467697	67	Gm21814	+	14.90	7.05	18.87	2.12	1.27
chr7	3351523	3351623	-475	Prkcg	+	16.15	8.16	25.84	1.98	-1.6
chr7	3380452	3380624	-803	Cacng7	+	24.85	34.71	32.80	-1.4	1.32
chr7	3381062	3381162	-229	Cacng7	+	17.90	13.58	17.90	1.32	-1
chr7	3471818	3471918	93	3300002P13Rik	+	11.45	9.76	14.89	1.17	-1.3
chr7	3620150	3620250	-172	Ndufa3	+	2.50	2.50	10.50	-1.01	4.19
chr7	3668762	3668862	27	Leng1	+	13.90	20.14	20.35	-1.44	1.46
chr7	3668915	3669096	-166	Leng1	+	23.10	20.17	28.05	1.15	-1.22
chr7	3695537	3695688	373	Mboat7	+	17.65	19.61	22.77	-1.11	-1.29
chr7	3696027	3696127	-92	Mboat7	+	9.45	5.73	10.50	1.65	-1.11
chr7	3696545	3696645	-14	Tsen34	+	17.15	21.44	26.68	-1.25	-1.56
chr7	4139805	4139945	50	D030047H15Rik	+	7.45	3.77	8.51	1.98	-1.14
chr7	4153269	4153369	-448	Leng9	+	25.85	16.00	38.16	1.61	-1.48
chr7	4448790	4448890	-184	Rdh13	+	0.50	1.50	0.50	-3.03	-1
chr7	4504908	4505121	-335	Ppp1r12c	+	56.20	46.75	62.57	1.2	1.11
chr7	4662474	4662574	-575	Ppp6r1	+	21.55	16.28	56.57	1.33	-2.63
chr7	4662800	4662900	-901	Ppp6r1	+	14.90	8.56	17.38	1.74	1.17
chr7	4688014	4688114	-84	Hspbp1	+	11.90	7.91	18.16	1.51	-1.53
chr7	4816093	4816193	-804	Ube2s	+	22.10	20.58	28.33	1.07	-1.28
chr7	4869065	4869191	50	Isoc2b	+	21.35	19.79	25.73	1.08	-1.21
chr7	4869267	4869480	-195	Isoc2b	+	18.65	22.61	21.31	-1.21	-1.14
chr7	4879621	4879813	-335	Isoc2a	+	25.35	17.22	33.42	1.47	-1.32
chr7	4879831	4879931	-171	Isoc2a	+	6.45	8.57	7.44	-1.32	1.15
chr7	4917853	4917953	-313	Zfp628	+	13.65	9.19	33.27	1.48	-2.44
chr7	4925790	4925890	-39	Nat14	+	26.10	20.46	32.21	1.27	-1.24
chr7	4999073	4999173	-23	Zfp579	+	3.50	2.50	5.50	1.38	1.57
chr7	4999373	4999473	-323	Zfp579	+	17.15	9.72	25.11	1.76	-1.47
chr7	4999620	4999720	-570	Zfp579	+	13.40	15.11	16.87	-1.12	1.26
chr7	5017640	5017740	37	Fiz1	+	7.45	4.03	7.45	1.85	-1
chr7	5023351	5023451	26	Zfp865	+	1.50	6.50	3.50	-4.38	2.33
chr7	5054049	5054149	-432	Zfp580	+	7.95	20.13	17.39	-2.53	2.18
chr7	5054581	5054681	100	Zfp580	+	8.95	7.28	23.27	1.22	-2.6
chr7	6159677	6159777	-763	Zfp787	+	23.60	20.41	24.10	1.16	-1.02
chr7	6174669	6174800	-778	Zfp444	+	26.35	25.71	31.84	1.02	-1.21
chr7	6174845	6174978	-601	Zfp444	+	34.75	28.19	64.54	1.23	-1.86
chr7	6289437	6289537	-92	Zfp667	+	17.40	10.56	19.89	1.65	1.14
chr7	6333534	6333634	-151	Zfp583	+	20.40	15.58	30.35	1.31	1.49
chr7	6333762	6333862	-379	Zfp583	+	26.60	14.97	35.27	1.77	-1.33
chr7	6333869	6334042	-522	Zfp583	+	32.80	28.17	35.78	1.17	1.09
chr7	6334124	6334230	-744	Zfp583	+	14.15	11.47	15.72	1.24	-1.11
chr7	6365303	6365437	-937	Zfp78	+	23.35	25.16	41.14	-1.08	1.76
chr7	6386244	6386361	-15	Zfp28	+	9.45	11.56	17.41	-1.22	1.84
chr7	6699491	6699591	-110	Zim1	+	3.70	7.99	5.55	-2.14	-1.5
chr7	6699751	6699851	-370	Zim1	+	20.40	14.22	21.42	1.43	-1.05
chr7	6997554	6997654	-780	Aurkc	+	5.45	5.05	6.94	1.09	1.27
chr7	7124461	7124600	-55	Zfp954	+	14.40	10.07	16.39	1.43	1.14
chr7	7212861	7213059	37	Zfp772	+	8.45	1.51	16.40	5.6	1.94
chr7	7301890	7302093	101	Mir5620	+	36.55	32.25	42.46	1.13	-1.16
chr7	7302175	7302275	331	Clcn4	+	23.85	19.02	28.19	1.25	-1.18
chr7	10229295	10229395	-37	Zik1	+	4.00	9.00	4.50	-2.28	1.12
chr7	12156293	12156475	34	Zfp551	+	61.05	41.01	89.31	1.49	-1.46
chr7	12212246	12212352	67	Zfp606	+	26.85	17.01	32.33	1.58	-1.21
chr7	12537435	12537535	80	Zscan18	+	17.40	11.57	19.39	1.5	1.11
chr7	12537544	12537644	-29	Zscan18	+	18.40	14.58	20.39	1.26	1.11
chr7	12537654	12537853	-188	Zscan18	+	26.10	25.40	26.60	1.03	-1.02
chr7	12538210	12538310	-695	Zscan18	+	6.95	13.60	9.93	-1.95	1.43
chr7	12552648	12552959	-16	Zfp329	+	30.30	33.92	35.71	-1.12	-1.18
chr7	12615031	12615140	-20	Zfp128	+	13.15	9.00	23.53	1.46	-1.79
chr7	12655560	12655860	-528	Rps5	+	48.15	51.85	60.61	-1.08	-1.26
chr7	12699659	12699759	-56	Zfp324	+	16.40	18.11	18.39	-1.1	1.12
chr7	12711218	12711318	-507	Zfp446	+	4.95	12.63	9.41	-2.53	1.9
chr7	12711329	12711429	-396	Zfp446	+	13.40	13.60	13.90	-1.01	1.04
chr7	12743913	12744013	-184	Zbtb45	+	12.20	10.40	13.79	1.17	-1.13
chr7	12744113	12744213	-384	Zbtb45	+	11.15	8.89	18.36	1.26	-1.65
chr7	12757920	12758020	-109	Trim28	+	20.60	17.63	24.39	1.17	-1.19
chr7	12772192	12772292	-40	Ube2m	+	7.95	11.57	14.41	-1.45	1.81
chr7	12772530	12772630	-378	Ube2m	+	27.05	17.57	43.15	1.54	-1.6
chr7	12788510	12788610	-8	Mzf1	+	18.65	26.64	22.49	-1.43	-1.21
chr7	12788704	12788804	-63	Mzf1	+	7.70	6.49	10.66	1.19	-1.39
chr7	13012223	13012472	300	Zswim9	+	56.35	32.58	62.20	1.73	-1.1
chr7	13012556	13012656	41	Zswim9	+	32.80	31.19	40.16	1.05	1.23
chr7	15656202	15656358	16	Selenow	+	35.30	34.19	37.79	1.03	1.07
chr7	15656361	15656474	-121	Selenow	+	27.85	22.62	33.82	1.23	1.21
chr7	15656504	15656687	-299	Selenow	+	30.35	37.18	36.82	-1.23	1.21
chr7	15679947	15680124	-2	Nop53	+	35.80	49.28	44.65	-1.38	1.25
chr7	15853465	15853565	-286	Kptn	+	15.10	10.54	42.47	1.44	-2.82
chr7	15853617	15853717	-134	Kptn	+	11.70	18.40	13.30	-1.58	-1.14
chr7	15853751	15853851	0	Kptn	+	18.90	17.09	18.90	1.11	-1
chr7	15908337	15908437	-933	Meis3	+	4.00	4.50	10.00	-1.14	2.5
chr7	15908655	15908755	-615	Meis3	+	12.40	20.51	14.56	-1.65	-1.18
chr7	15955882	15955982	-14	Dhx34	+	14.40	13.09	14.90	1.1	1.03
chr7	16020410	16020510	245	Ccdc9	+	9.45	3.66	20.48	2.57	-2.17
chr7	16020670	16020770	0	Ccdc9	+	6.45	2.45	10.32	2.64	-1.6
chr7	16347773	16347873	74	Gm29443	+	11.95	18.58	21.41	-1.56	1.79
chr7	16472259	16472359	-60	Ap2s1	+	5.70	5.79	7.41	-1.01	-1.3
chr7	16608206	16608306	555	9330104G04Rik	+	7.95	11.07	12.42	-1.39	1.56
chr7	16609516	16609616	324	Dact3	+	12.65	9.61	21.31	1.32	-1.69
chr7	16678591	16678691	34	Pnma8b	+	13.40	18.14	22.83	-1.35	1.7
chr7	16762244	16762344	-455	Ppp5c	+	21.85	14.60	28.75	1.5	-1.32
chr7	18644741	18644841	-462	Ccdc61	+	12.45	18.07	21.41	-1.46	1.72
chr7	18725148	18725248	28	Mypop	+	12.65	11.06	16.68	1.15	-1.32
chr7	18883129	18883229	-58	Qpctl	+	7.95	9.06	10.93	-1.14	1.37
chr7	18962057	18962157	-207	Opa3	+	0.50	5.50	4.00	-11.13	7.99
chr7	19005644	19005744	85	Vasp	+	19.35	9.59	26.39	2.02	-1.37
chr7	19006005	19006105	-276	Vasp	+	14.90	13.59	14.90	1.1	-1
chr7	19093589	19093689	-231	Polr1g	+	24.10	26.18	30.27	-1.09	-1.26
chr7	19242438	19242538	-107	Trappc6a	+	5.95	10.35	8.33	-1.73	-1.4
chr7	19242977	19243077	432	Trappc6a	+	6.95	11.58	13.90	-1.66	2
chr7	19433025	19433125	38	Apoe	+	6.95	12.09	19.86	-1.73	2.85
chr7	19450038	19450138	-734	Tomm40	+	11.45	14.56	13.44	-1.28	1.17
chr7	19450296	19450396	-992	Tomm40	+	10.95	14.06	12.94	-1.29	1.18
chr7	19483548	19483648	-100	Nectin2	+	8.20	6.31	14.35	1.3	-1.75
chr7	19550139	19550239	-321	Gm16174	+	22.35	32.22	31.29	-1.44	1.4
chr7	19550292	19550395	-167	Gm16174	+	13.40	25.69	23.33	-1.91	1.74
chr7	19550471	19550571	11	Gm16174	+	13.90	16.12	29.29	-1.16	2.1
chr7	19557186	19557286	-556	Bcl3	+	4.45	9.61	16.81	-2.14	3.77
chr7	19557544	19557700	-942	Bcl3	+	19.10	17.05	37.47	1.12	-1.96
chr7	19655215	19655315	-197	Pvr	+	19.40	16.25	21.50	1.19	-1.11
chr7	23780912	23781012	-360	Zfp180	+	19.90	14.07	23.88	1.41	1.2
chr7	23781127	23781288	-115	Zfp180	+	5.45	15.14	10.40	-2.76	1.91
chr7	23811691	23811791	-4	Zfp112	+	4.00	6.00	7.50	-1.52	1.87
chr7	23907436	23907566	73	Zfp111	+	22.85	19.74	33.97	1.16	-1.49
chr7	23936898	23936998	75	Zfp109	+	21.90	16.07	25.88	1.36	1.18
chr7	23937160	23937347	-230	Zfp109	+	15.15	11.74	36.19	1.29	-2.39
chr7	23954050	23954150	-119	Zfp108	+	7.20	4.71	10.20	1.53	-1.42
chr7	23954151	23954316	14	Zfp108	+	23.85	19.62	24.35	1.22	1.02
chr7	23969495	23969860	-166	Zfp93	+	34.30	21.12	42.65	1.62	1.24
chr7	23998957	23999149	-79	Zfp61	+	20.65	21.33	22.20	-1.03	-1.08
chr7	24015963	24016221	-1	Zfp94	+	16.65	14.50	19.34	1.15	-1.16
chr7	24016386	24016486	-345	Zfp94	+	25.30	18.73	48.43	1.35	-1.92
chr7	24206246	24206346	-216	Zfp428	+	19.40	11.56	24.87	1.68	1.28
chr7	24229832	24229932	-191	Irgq	+	10.95	10.05	12.44	1.09	1.13
chr7	24286647	24286747	-271	Ethe1	+	11.45	10.55	14.93	1.08	1.3
chr7	24287013	24287113	3	Zfp575	+	6.45	6.08	7.53	1.06	-1.17
chr7	24293138	24293238	-145	Ethe1	+	18.40	8.04	24.86	2.29	1.35
chr7	24293245	24293517	48	Ethe1	+	30.85	35.17	51.15	-1.14	1.66
chr7	24583930	24584030	-37	Rps19	+	2.50	2.50	3.00	-1.01	1.2
chr7	24772153	24772253	-409	Grik5	+	37.30	24.63	38.20	1.51	1.03
chr7	24950937	24951133	-852	Erf	+	43.25	43.25	54.09	1	1.25
chr7	25005312	25005412	-171	Tmem145	+	11.40	17.72	21.38	-1.55	-1.88
chr7	25005427	25005527	-56	Tmem145	+	4.45	16.22	8.90	-3.62	-2
chr7	25076100	25076294	-47	4732471J01Rik	+	17.90	12.57	22.87	1.42	1.28
chr7	25177043	25177143	-43	Ceacam1	+	7.95	9.06	10.93	-1.14	1.37
chr7	25239470	25239570	-91	Ceacam2	+	8.45	4.53	18.39	1.87	2.17
chr7	25318621	25318721	-168	Dmac2	+	5.95	9.58	10.91	-1.6	1.83
chr7	25380065	25380217	-64	B9d2	+	12.95	20.08	21.92	-1.56	1.69
chr7	25380249	25380349	94	B9d2	+	23.85	37.74	34.28	-1.58	1.44
chr7	25380384	25380484	-149	B9d2	+	13.40	18.14	16.38	-1.35	1.22
chr7	25488335	25488435	-227	Axl	+	15.40	10.07	16.89	1.53	1.1
chr7	25516069	25516169	-169	Cyp2s1	+	16.15	13.16	20.05	1.23	-1.24
chr7	26866536	26866636	-359	Egln2	+	13.40	9.57	30.27	1.41	2.26
chr7	26878325	26878425	-67	Rab4b	+	4.95	5.56	6.93	-1.11	1.4
chr7	26878791	26878891	-533	Rab4b	+	23.85	14.47	31.99	1.65	-1.34
chr7	26879059	26879159	-801	Rab4b	+	8.45	15.59	9.44	-1.84	1.12
chr7	26895667	26895767	-21	Snrpa	+	0.50	10.00	3.00	-20.23	5.99
chr7	26896124	26896224	-478	Snrpa	+	9.45	7.04	21.88	1.34	2.31
chr7	26958185	26958285	49	Numbl	+	7.70	11.21	8.21	-1.45	-1.07
chr7	27055283	27055383	100	Shkbp1	+	21.60	6.13	41.04	3.52	-1.9
chr7	27096487	27096587	-559	Sptbn4	+	11.45	13.06	16.43	-1.14	1.43
chr7	27172352	27172452	-863	Sertad3	+	7.95	4.53	27.83	1.76	3.5
chr7	27172581	27172681	-634	Sertad3	+	14.40	17.12	24.83	-1.19	1.72
chr7	27186314	27186414	-14	Sertad1	+	4.45	10.62	8.90	-2.36	2
chr7	27252073	27252173	520	Pld3	+	17.15	8.26	30.18	2.07	-1.76
chr7	27252214	27252314	379	Pld3	+	19.65	15.59	22.31	1.26	-1.14
chr7	27252503	27252603	90	Pld3	+	7.70	1.95	8.21	3.95	-1.07
chr7	27252625	27252725	-30	2310022A10Rik	+	4.00	5.50	11.00	-1.39	2.75
chr7	27374017	27374123	-16	Zfp607b	+	18.90	21.11	25.86	-1.12	1.37
chr7	27374131	27374287	123	Zfp607b	+	32.80	29.39	37.03	1.12	-1.13
chr7	27537607	27537724	-344	Zfp59	+	15.90	12.08	22.36	1.32	1.4
chr7	27537860	27538021	-69	Zfp59	+	14.40	10.57	21.35	1.37	1.48
chr7	27560011	27560135	63	Zfp607a	+	12.45	12.05	13.94	1.03	1.12
chr7	27628874	27629055	-81	Zfp974	+	24.35	9.68	40.14	2.51	-1.65
chr7	27678420	27678552	96	Zfp780b	+	11.45	10.55	16.43	1.08	1.43
chr7	27678596	27678696	-64	Zfp780b	+	11.45	15.07	24.89	-1.32	2.17
chr7	27713623	27713812	-177	Zfp850	+	15.15	11.15	17.86	1.36	-1.18
chr7	27868460	27868605	-641	Fbl	+	13.90	13.60	22.84	1.03	1.64
chr7	27868962	27869062	-161	Fbl	+	7.70	10.81	10.66	-1.4	-1.39
chr7	27869147	27869247	24	Fbl	+	7.95	27.17	14.91	-3.41	1.87
chr7	27879721	27879821	30	Dyrk1b	+	13.40	16.12	18.36	-1.2	1.37
chr7	28001267	28001367	-107	Dll3	+	5.95	7.21	29.75	-1.21	-5.01
chr7	28049433	28049533	-631	Rps16	+	20.85	13.28	37.53	1.57	-1.8
chr7	28049603	28049791	-417	Rps16	+	40.75	26.16	44.63	1.56	1.1
chr7	28050014	28050114	-50	Rps16	+	2.50	2.50	6.00	-1.01	2.4
chr7	28092190	28092290	-125	Med29	+	3.20	1.09	7.20	2.97	-2.25
chr7	28136245	28136345	-599	Gmfg	+	22.60	14.95	30.13	1.51	-1.34
chr7	28151057	28151157	-303	Lrfn1	+	19.40	20.10	23.38	-1.04	1.2
chr7	28392465	28392565	-6	Fbxo27	+	23.10	14.67	28.05	1.58	-1.22
chr7	28416053	28416153	-104	Fbxo17	+	16.90	19.62	20.88	-1.16	1.23
chr7	28416261	28416361	96	Fbxo17	+	11.95	18.58	11.95	-1.56	-1
chr7	28441154	28441254	42	Mrps12	+	14.90	11.97	19.48	1.25	-1.31
chr7	28441571	28441738	261	Sars2	+	17.90	23.63	22.38	-1.32	1.25
chr7	28441751	28441851	408	Sars2	+	14.60	11.70	63.71	1.25	-4.37
chr7	28441964	28442064	621	Sars2	+	12.40	8.86	26.35	1.4	-2.13
chr7	28455505	28455605	-44	Ccer2	+	9.45	8.55	12.43	1.11	1.31
chr7	28465532	28465632	487	Nfkbib	+	5.95	18.15	10.41	-3.03	1.75
chr7	28466614	28466714	487	Sirt2	+	13.15	11.55	17.15	1.14	-1.31
chr7	28481521	28481621	-632	Gm19897	+	10.45	11.56	15.43	-1.11	1.47
chr7	28524328	28524428	-385	Ech1	+	9.45	16.09	40.19	-1.7	4.26
chr7	28524521	28524621	-192	Ech1	+	12.45	15.06	28.88	-1.21	2.32
chr7	28661788	28661888	-81	Actn4	+	4.20	3.92	10.08	1.08	-2.4
chr7	28681227	28681451	-26	Eif3k	+	3.70	5.47	5.55	-1.46	-1.5
chr7	28682104	28682204	-125	Map4k1	+	5.20	5.78	5.72	-1.1	-1.1
chr7	28869177	28869277	-408	Ggn	+	12.65	13.75	15.40	-1.08	-1.22
chr7	28869389	28869489	-196	Ggn	+	14.15	12.37	14.66	1.15	-1.04
chr7	28869572	28869672	-13	Ggn	+	10.95	14.06	17.42	-1.29	1.59
chr7	28910651	28910751	-351	Catsperg1	+	3.50	5.50	6.00	-1.59	1.71
chr7	28937271	28937371	302	Yif1b	+	8.95	10.56	32.32	-1.18	3.61
chr7	29204886	29205069	-92	Sipa1l3	+	23.10	19.77	29.30	1.17	-1.27
chr7	29205189	29205289	-354	Sipa1l3	+	20.90	21.60	26.37	-1.04	1.26
chr7	29467607	29467707	-320	Zfp84	+	13.90	18.13	21.35	-1.3	1.53
chr7	29467869	29467969	-58	Zfp84	+	18.65	11.21	23.74	1.66	-1.27
chr7	29483137	29483237	-206	Zfp30	+	19.85	11.52	41.23	1.72	-2.08
chr7	29515077	29515177	-370	Zfp790	+	9.95	12.56	22.39	-1.26	2.25
chr7	29515234	29515334	-213	Zfp790	+	4.95	11.62	11.88	-2.33	2.4
chr7	29553027	29553127	-4	Zfp940	+	11.95	12.55	12.45	-1.05	1.04
chr7	29605753	29605853	-131	Mir7668	+	14.40	24.17	22.84	-1.67	1.58
chr7	29607536	29607636	-356	Zfp383	+	12.90	12.62	15.05	1.03	-1.17
chr7	29653297	29653603	40	Zfp74	+	39.30	45.73	48.15	-1.17	1.23
chr7	29682844	29683056	-430	Zfp568	+	19.40	17.09	20.39	1.13	1.05
chr7	29683164	29683285	-156	Zfp568	+	23.60	18.02	29.78	1.31	-1.26
chr7	29750685	29750785	86	Zfp14	+	11.95	11.55	13.94	1.03	1.17
chr7	29750996	29751096	-225	Zfp14	+	14.40	20.51	17.72	-1.42	-1.23
chr7	29772144	29772244	54	Zfp82	+	17.15	5.15	19.83	3.33	-1.16
chr7	29820853	29820970	-446	Zfp382	+	7.95	35.22	10.43	-4.42	1.31
chr7	29821109	29821209	-198	Zfp382	+	18.40	18.13	22.86	1.01	-1.24
chr7	29821260	29821360	-47	Zfp382	+	11.90	11.63	15.30	1.03	-1.29
chr7	29868786	29868886	330	Zfp146	+	6.95	10.07	25.81	-1.44	3.71
chr7	29869359	29869459	109	Gm5113	+	17.90	25.14	20.88	-1.4	1.17
chr7	29869623	29869723	373	Gm5113	+	6.45	23.68	17.37	-3.66	2.69
chr7	29869872	29869972	622	Gm5113	+	14.90	19.13	24.34	-1.28	1.63
chr7	29883597	29883697	51	Cox7a1	+	12.45	12.05	18.92	1.03	1.52
chr7	29980230	29980421	-479	Wdr62	+	15.90	33.21	17.89	-2.09	1.12
chr7	29990892	29990992	-178	Clip3	+	27.10	19.08	28.63	1.42	-1.06
chr7	29991143	29991243	73	Clip3	+	21.90	19.59	26.38	1.12	1.2
chr7	30007663	30007862	-416	Alkbh6	+	24.35	25.15	50.59	-1.03	2.08
chr7	30007916	30008016	-212	Alkbh6	+	13.90	20.14	30.78	-1.44	2.21
chr7	30062051	30062151	96	Lrfn3	+	6.45	5.54	6.45	1.17	-1
chr7	30122014	30122114	233	Nfkbid	+	14.90	22.15	22.85	-1.48	1.53
chr7	30122170	30122321	414	Nfkbid	+	14.40	15.61	20.36	-1.08	1.41
chr7	30144937	30145037	20	Aplp1	+	3.00	11.00	7.00	-3.71	2.33
chr7	30251451	30251551	196	Proser3	+	13.40	6.55	29.28	2.05	2.18
chr7	30251849	30251976	-53	Hspb6	+	14.90	12.58	14.90	1.19	-1
chr7	30252172	30252272	-31	Mir9769	+	10.45	14.07	18.91	-1.35	1.81
chr7	30262076	30262264	459	Psenen	+	18.40	29.66	22.38	-1.61	1.21
chr7	30288339	30288439	-238	Kmt2b	+	5.95	5.04	6.94	1.19	1.17
chr7	30325471	30325571	18	Cox6b1	+	16.90	15.59	21.87	1.08	1.29
chr7	30364396	30364496	-27	Haus5	+	9.40	2.88	62.04	3.26	-6.61
chr7	30364642	30364742	-273	Haus5	+	22.60	16.59	28.82	1.36	-1.28
chr7	30364767	30364911	-420	Haus5	+	22.35	12.42	29.23	1.8	-1.31
chr7	30429061	30429161	-152	Tmem147	+	9.95	16.08	11.44	-1.62	1.15
chr7	30826810	30826910	-412	Scn1b	+	14.90	14.61	15.93	1.02	-1.07
chr7	30850563	30850663	-17	Gramd1a	+	18.40	26.64	18.40	-1.45	-1
chr7	30850940	30851079	-413	Gramd1a	+	28.35	25.13	38.20	1.13	1.35
chr7	33932964	33933064	-788	Gm12758	+	23.85	20.13	24.84	1.19	1.04
chr7	33933162	33933262	-590	Gm12758	+	28.80	38.73	35.45	-1.34	-1.23
chr7	33933505	33933605	-247	Gm12758	+	6.45	18.14	15.38	-2.8	2.38
chr7	34013252	34013352	-330	Garre1	+	19.85	12.56	29.78	1.58	-1.5
chr7	34089180	34089291	-105	Lsm14a	+	22.35	20.14	22.85	1.11	1.02
chr7	34089329	34089429	-249	Lsm14a	+	31.30	24.22	36.70	1.29	-1.17
chr7	34089523	34089708	-485	Lsm14a	+	36.30	30.17	48.63	1.2	1.34
chr7	34353890	34353990	-117	Kctd15	+	2.00	5.50	3.50	-2.78	1.75
chr7	34354817	34354917	67	Kctd15	+	8.45	20.06	12.07	-2.38	-1.43
chr7	34611330	34611430	-452	Pepd	+	5.20	2.30	16.64	2.26	-3.2
chr7	34756057	34756157	-116	Cebpg	+	4.20	2.39	4.73	1.78	-1.13
chr7	34817955	34818055	-713	Cebpa	+	12.95	14.05	12.95	-1.09	-1
chr7	34818128	34818228	-540	Cebpa	+	21.35	18.74	34.29	1.14	-1.61
chr7	34818396	34818496	-272	Cebpa	+	16.90	15.09	23.36	1.12	1.38
chr7	35255355	35255466	-57	Nudt19	+	24.35	24.15	26.83	1.01	1.1
chr7	35285363	35285463	-259	Ankrd27	+	6.95	6.55	12.41	1.06	1.78
chr7	35285573	35285673	-49	Ankrd27	+	4.95	7.58	8.91	-1.52	1.8
chr7	35285760	35285860	138	Ankrd27	+	18.35	10.84	33.88	1.69	-1.85
chr7	35453905	35454008	-77	Dpy19l3	+	10.45	20.10	12.44	-1.93	1.19
chr7	35454109	35454209	-280	Dpy19l3	+	24.35	16.43	26.42	1.48	-1.09
chr7	35501691	35501791	-276	E130304I02Rik	+	22.10	12.49	43.46	1.77	-1.97
chr7	35501988	35502112	33	E130304I02Rik	+	24.85	19.62	34.79	1.27	1.4
chr7	36396851	36396951	-642	Tshz3	+	9.95	12.56	20.40	-1.26	2.05
chr7	37718884	37719049	11	Uri1	+	23.60	31.05	26.22	-1.31	-1.11
chr7	37719128	37719228	-201	Uri1	+	28.60	26.55	33.46	1.08	-1.17
chr7	37807435	37807535	-570	Ccne1	+	11.90	9.05	16.66	1.32	-1.4
chr7	37807577	37807677	-712	Ccne1	+	12.90	15.89	15.05	-1.23	-1.17
chr7	37883212	37883541	164	1600014C10Rik	+	132.75	125.21	153.93	1.06	1.16
chr7	37883561	37883661	399	1600014C10Rik	+	39.30	34.17	43.18	1.15	1.1
chr7	37970595	37970812	69	Pop4	+	17.15	11.56	18.71	1.48	-1.09
chr7	37970929	37971029	-207	Pop4	+	8.45	18.61	9.94	-2.2	1.17
chr7	37971091	37971191	-369	Pop4	+	9.70	11.12	12.55	-1.15	-1.3
chr7	39098808	39099010	-26	Zfp939	+	22.85	23.66	31.79	-1.03	1.39
chr7	39167053	39167153	-87	Zfp619	+	18.90	20.11	31.33	-1.06	1.66
chr7	39167224	39167346	95	Zfp619	+	50.65	39.77	61.80	1.27	-1.22
chr7	39193803	39193903	-1	Gm33989	+	4.45	2.02	5.93	2.22	1.33
chr7	39201700	39201887	-129	Gm33989	+	23.85	23.21	29.40	1.03	-1.23
chr7	39201946	39202046	74	Gm33989	+	24.10	21.95	40.84	1.1	-1.7
chr7	41042595	41042728	23	AI987944	+	24.35	10.79	33.85	2.25	-1.39
chr7	41042789	41042962	-72	AI987944	+	23.35	14.59	29.81	1.6	1.27
chr7	41149217	41149317	47	AW146154	+	11.45	18.58	20.91	-1.63	1.82
chr7	41281982	41282082	-923	Zfp788	+	17.90	36.71	28.34	-2.05	1.58
chr7	41282412	41282580	-459	Zfp788	+	24.85	15.59	33.80	1.59	1.36
